timestamp,sensor_id,pipe_id,zone_id,pressure_current,pressure_previous_sensor,flow_rate,water_usage_diff,pressure_drop_rate,hour,minute,day_of_week,is_working_hours,is_break_time,break_type,expected_usage_multiplier,minutes_since_break_start,occupancy_level,pressure_current_vs_baseline,flow_rate_vs_baseline,is_leak,leak_severity,leak_type
2024-01-01 00:04:00,2,1,1,46.02,50.30,2.43,0.46,-0.14,0,4,1,0,0,none,0.25,0,0.12,1.02,-9.57,0,0,none
2024-01-01 00:04:00,3,2,1,31.02,34.91,23.19,5.93,-4.14,0,4,1,0,0,none,0.16,0,0.09,-13.98,11.19,1,3,continuous
2024-01-01 00:04:00,4,2,1,46.45,49.92,1.72,0.49,-0.05,0,4,1,0,0,none,0.24,0,0.09,1.45,-10.28,0,0,none
2024-01-01 00:04:00,5,3,2,46.98,51.30,1.72,0.49,-0.08,0,4,1,0,0,none,0.20,0,0.15,1.98,-10.28,0,0,none
2024-01-01 00:05:00,1,1,1,35.51,39.82,16.03,3.84,-2.66,0,5,1,0,0,none,0.17,0,0.14,-9.49,4.03,1,2,continuous
2024-01-01 00:05:00,2,1,1,46.27,50.63,1.38,0.50,-0.07,0,5,1,0,0,none,0.18,0,0.09,1.27,-10.62,0,0,none
2024-01-01 00:05:00,3,2,1,32.19,36.03,25.74,6.03,-3.87,0,5,1,0,0,none,0.23,0,0.08,-12.81,13.74,1,3,continuous
2024-01-01 00:05:00,4,2,1,46.46,50.92,1.48,0.50,-0.05,0,5,1,0,0,none,0.15,0,0.11,1.46,-10.52,0,0,none
2024-01-01 00:05:00,5,3,2,46.24,50.63,1.64,0.49,-0.07,0,5,1,0,0,none,0.22,0,0.13,1.24,-10.36,0,0,none
2024-01-01 00:06:00,1,1,1,36.68,40.79,18.07,3.92,-2.83,0,6,1,0,0,none,0.23,0,0.09,-8.32,6.07,1,2,continuous
2024-01-01 00:06:00,2,1,1,46.35,49.68,0.55,0.54,-0.12,0,6,1,0,0,none,0.15,0,0.11,1.35,-11.45,0,0,none
2024-01-01 00:06:00,3,2,1,31.37,34.41,22.89,5.92,-4.34,0,6,1,0,0,none,0.18,0,0.08,-13.63,10.89,1,3,continuous
2024-01-01 00:06:00,4,2,1,46.27,50.62,0.37,0.55,-0.03,0,6,1,0,0,none,0.15,0,0.12,1.27,-11.63,0,0,none
2024-01-01 00:06:00,5,3,2,46.36,50.01,1.71,0.49,-0.08,0,6,1,0,0,none,0.19,0,0.12,1.36,-10.29,0,0,none
2024-01-01 00:07:00,1,1,1,36.69,40.52,17.41,3.90,-3.03,0,7,1,0,0,none,0.21,0,0.13,-8.31,5.41,1,2,continuous
2024-01-01 00:07:00,2,1,1,46.18,50.09,1.37,0.51,-0.12,0,7,1,0,0,none,0.17,0,0.12,1.18,-10.63,0,0,none
2024-01-01 00:07:00,3,2,1,32.09,36.02,24.53,5.98,-3.96,0,7,1,0,0,none,0.22,0,0.12,-12.91,12.53,1,3,continuous
2024-01-01 00:07:00,4,2,1,46.51,50.83,1.48,0.50,-0.17,0,7,1,0,0,none,0.23,0,0.09,1.51,-10.52,0,0,none
2024-01-01 00:07:00,5,3,2,46.44,50.61,1.40,0.50,-0.15,0,7,1,0,0,none,0.19,0,0.11,1.44,-10.60,0,0,none
2024-01-01 00:08:00,1,1,1,36.07,39.91,17.87,3.91,-3.07,0,8,1,0,0,none,0.22,0,0.11,-8.93,5.87,1,2,continuous
2024-01-01 00:08:00,2,1,1,46.51,50.64,1.85,0.49,-0.08,0,8,1,0,0,none,0.24,0,0.11,1.51,-10.15,0,0,none
2024-01-01 00:08:00,3,2,1,32.19,35.31,25.75,6.03,-3.85,0,8,1,0,0,none,0.23,0,0.11,-12.81,13.75,1,3,continuous
2024-01-01 00:08:00,4,2,1,46.77,51.19,1.60,0.50,-0.05,0,8,1,0,0,none,0.19,0,0.10,1.77,-10.40,0,0,none
2024-01-01 00:08:00,5,3,2,46.73,50.53,1.11,0.52,-0.16,0,8,1,0,0,none,0.21,0,0.11,1.73,-10.89,0,0,none
2024-01-01 00:09:00,1,1,1,35.68,39.94,17.85,3.91,-3.11,0,9,1,0,0,none,0.24,0,0.11,-9.32,5.85,1,2,continuous
2024-01-01 00:09:00,2,1,1,46.61,50.10,2.07,0.48,-0.12,0,9,1,0,0,none,0.21,0,0.13,1.61,-9.93,0,0,none
2024-01-01 00:09:00,3,2,1,31.63,36.05,23.25,5.93,-3.66,0,9,1,0,0,none,0.24,0,0.10,-13.37,11.25,1,3,continuous
2024-01-01 00:09:00,4,2,1,46.54,50.96,0.96,0.52,-0.10,0,9,1,0,0,none,0.15,0,0.10,1.54,-11.04,0,0,none
2024-01-01 00:09:00,5,3,2,46.72,50.58,1.74,0.49,-0.08,0,9,1,0,0,none,0.19,0,0.12,1.72,-10.26,0,0,none
2024-01-01 00:10:00,1,1,1,37.20,40.66,17.63,3.91,-2.86,0,10,1,0,0,none,0.24,0,0.11,-7.80,5.63,1,2,continuous
2024-01-01 00:10:00,2,1,1,46.87,50.60,1.69,0.49,-0.12,0,10,1,0,0,none,0.15,0,0.12,1.87,-10.31,0,0,none
2024-01-01 00:10:00,3,2,1,31.87,36.03,25.42,6.02,-4.02,0,10,1,0,0,none,0.24,0,0.11,-13.13,13.42,1,3,continuous
2024-01-01 00:10:00,4,2,1,46.46,49.96,1.11,0.52,-0.11,0,10,1,0,0,none,0.17,0,0.15,1.46,-10.89,0,0,none
2024-01-01 00:10:00,5,3,2,46.54,50.31,1.00,0.52,-0.08,0,10,1,0,0,none,0.20,0,0.10,1.54,-11.00,0,0,none
2024-01-01 00:11:00,1,1,1,37.40,41.00,16.26,3.85,-2.94,0,11,1,0,0,none,0.19,0,0.12,-7.60,4.26,1,2,continuous
2024-01-01 00:11:00,2,1,1,46.45,50.53,1.38,0.50,-0.16,0,11,1,0,0,none,0.18,0,0.15,1.45,-10.62,0,0,none
2024-01-01 00:11:00,3,2,1,31.19,35.66,24.70,5.99,-4.00,0,11,1,0,0,none,0.25,0,0.13,-13.81,12.70,1,3,continuous
2024-01-01 00:11:00,4,2,1,46.85,50.98,1.32,0.51,-0.01,0,11,1,0,0,none,0.22,0,0.09,1.85,-10.68,0,0,none
2024-01-01 00:11:00,5,3,2,46.12,49.22,0.93,0.52,-0.15,0,11,1,0,0,none,0.18,0,0.11,1.12,-11.07,0,0,none
2024-01-01 00:12:00,1,1,1,36.07,39.97,17.45,3.90,-3.10,0,12,1,0,0,none,0.22,0,0.09,-8.93,5.45,1,2,continuous
2024-01-01 00:12:00,2,1,1,46.30,50.45,1.46,0.50,-0.10,0,12,1,0,0,none,0.18,0,0.12,1.30,-10.54,0,0,none
2024-01-01 00:12:00,3,2,1,32.27,35.70,21.77,5.87,-3.79,0,12,1,0,0,none,0.16,0,0.10,-12.73,9.77,1,3,continuous
2024-01-01 00:12:00,4,2,1,46.17,49.40,1.71,0.49,-0.07,0,12,1,0,0,none,0.18,0,0.14,1.17,-10.29,0,0,none
2024-01-01 00:12:00,5,3,2,46.22,49.67,1.33,0.51,-0.10,0,12,1,0,0,none,0.16,0,0.14,1.22,-10.67,0,0,none
2024-01-01 00:13:00,1,1,1,46.06,49.41,1.42,0.50,-0.17,0,13,1,0,0,none,0.20,0,0.11,1.06,-10.58,0,0,none
2024-01-01 00:13:00,2,1,1,46.21,49.99,1.21,0.51,-0.11,0,13,1,0,0,none,0.21,0,0.08,1.21,-10.79,0,0,none
2024-01-01 00:13:00,3,2,1,31.97,35.21,23.35,5.93,-4.05,0,13,1,0,0,none,0.25,0,0.11,-13.03,11.35,1,3,continuous
2024-01-01 00:13:00,4,2,1,46.65,50.89,1.87,0.49,-0.01,0,13,1,0,0,none,0.23,0,0.08,1.65,-10.13,0,0,none
2024-01-01 00:13:00,5,3,2,46.22,49.62,1.35,0.51,-0.07,0,13,1,0,0,none,0.20,0,0.08,1.22,-10.65,0,0,none
2024-01-01 00:14:00,1,1,1,46.64,49.66,1.84,0.49,-0.09,0,14,1,0,0,none,0.24,0,0.11,1.64,-10.16,0,0,none
2024-01-01 00:14:00,2,1,1,46.55,50.61,1.76,0.49,-0.14,0,14,1,0,0,none,0.23,0,0.09,1.55,-10.24,0,0,none
2024-01-01 00:14:00,3,2,1,32.93,37.08,22.30,5.89,-3.92,0,14,1,0,0,none,0.20,0,0.11,-12.07,10.30,1,3,continuous
2024-01-01 00:14:00,4,2,1,46.56,50.29,0.48,0.54,-0.17,0,14,1,0,0,none,0.15,0,0.13,1.56,-11.52,0,0,none
2024-01-01 00:14:00,5,3,2,46.36,49.98,1.46,0.50,-0.13,0,14,1,0,0,none,0.19,0,0.15,1.36,-10.54,0,0,none
2024-01-01 00:15:00,1,1,1,46.71,49.89,2.34,0.47,-0.04,0,15,1,0,0,none,0.24,0,0.11,1.71,-9.66,0,0,none
2024-01-01 00:15:00,2,1,1,46.53,50.98,1.78,0.49,-0.09,0,15,1,0,0,none,0.16,0,0.14,1.53,-10.22,0,0,none
2024-01-01 00:15:00,3,2,1,32.21,36.15,24.82,5.99,-4.19,0,15,1,0,0,none,0.18,0,0.12,-12.79,12.82,1,3,continuous
2024-01-01 00:15:00,4,2,1,46.63,50.69,1.23,0.51,-0.05,0,15,1,0,0,none,0.17,0,0.13,1.63,-10.77,0,0,none
2024-01-01 00:15:00,5,3,2,46.83,50.45,1.21,0.51,-0.08,0,15,1,0,0,none,0.18,0,0.08,1.83,-10.79,0,0,none
2024-01-01 00:16:00,1,1,1,46.28,50.23,0.86,0.53,-0.16,0,16,1,0,0,none,0.17,0,0.12,1.28,-11.14,0,0,none
2024-01-01 00:16:00,2,1,1,46.23,49.68,2.11,0.48,-0.06,0,16,1,0,0,none,0.24,0,0.11,1.23,-9.89,0,0,none
2024-01-01 00:16:00,3,2,1,32.75,36.80,23.66,5.95,-3.67,0,16,1,0,0,none,0.20,0,0.10,-12.25,11.66,1,3,continuous
2024-01-01 00:16:00,4,2,1,46.60,50.77,1.64,0.49,-0.15,0,16,1,0,0,none,0.24,0,0.13,1.60,-10.36,0,0,none
2024-01-01 00:16:00,5,3,2,46.31,49.46,1.01,0.52,-0.04,0,16,1,0,0,none,0.17,0,0.09,1.31,-10.99,0,0,none
2024-01-01 00:17:00,1,1,1,46.58,49.88,2.25,0.47,-0.15,0,17,1,0,0,none,0.23,0,0.08,1.58,-9.75,0,0,none
2024-01-01 00:17:00,2,1,1,46.67,50.11,1.42,0.50,-0.12,0,17,1,0,0,none,0.19,0,0.12,1.67,-10.58,0,0,none
2024-01-01 00:17:00,3,2,1,32.30,36.14,24.74,5.99,-3.83,0,17,1,0,0,none,0.20,0,0.09,-12.70,12.74,1,3,continuous
2024-01-01 00:17:00,4,2,1,46.49,50.20,1.36,0.51,-0.19,0,17,1,0,0,none,0.19,0,0.13,1.49,-10.64,0,0,none
2024-01-01 00:17:00,5,3,2,46.28,49.45,0.94,0.52,-0.02,0,17,1,0,0,none,0.18,0,0.12,1.28,-11.06,0,0,none
2024-01-01 00:18:00,1,1,1,46.25,50.30,2.10,0.48,-0.15,0,18,1,0,0,none,0.25,0,0.09,1.25,-9.90,0,0,none
2024-01-01 00:18:00,2,1,1,46.07,50.11,1.25,0.51,-0.11,0,18,1,0,0,none,0.22,0,0.14,1.07,-10.75,0,0,none
2024-01-01 00:18:00,3,2,1,46.90,50.31,1.36,0.51,-0.07,0,18,1,0,0,none,0.17,0,0.11,1.90,-10.64,0,0,none
2024-01-01 00:18:00,4,2,1,46.26,50.75,2.68,0.45,-0.07,0,18,1,0,0,none,0.23,0,0.09,1.26,-9.32,0,0,none
2024-01-01 00:18:00,5,3,2,46.03,49.92,1.68,0.49,-0.18,0,18,1,0,0,none,0.23,0,0.12,1.03,-10.32,0,0,none
2024-01-01 00:19:00,1,1,1,46.61,50.79,2.61,0.46,-0.02,0,19,1,0,0,none,0.25,0,0.12,1.61,-9.39,0,0,none
2024-01-01 00:19:00,2,1,1,46.72,50.62,1.63,0.49,-0.09,0,19,1,0,0,none,0.18,0,0.09,1.72,-10.37,0,0,none
2024-01-01 00:19:00,3,2,1,46.50,51.00,1.43,0.50,-0.09,0,19,1,0,0,none,0.21,0,0.13,1.50,-10.57,0,0,none
2024-01-01 00:19:00,4,2,1,46.15,50.09,1.39,0.50,-0.17,0,19,1,0,0,none,0.16,0,0.13,1.15,-10.61,0,0,none
2024-01-01 00:19:00,5,3,2,46.38,50.36,0.93,0.52,-0.10,0,19,1,0,0,none,0.19,0,0.12,1.38,-11.07,0,0,none
2024-01-01 00:20:00,1,1,1,46.50,49.97,2.12,0.48,-0.09,0,20,1,0,0,none,0.24,0,0.11,1.50,-9.88,0,0,none
2024-01-01 00:20:00,2,1,1,46.58,50.14,2.39,0.46,-0.03,0,20,1,0,0,none,0.25,0,0.13,1.58,-9.61,0,0,none
2024-01-01 00:20:00,3,2,1,46.28,50.66,1.98,0.48,-0.05,0,20,1,0,0,none,0.25,0,0.12,1.28,-10.02,0,0,none
2024-01-01 00:20:00,4,2,1,46.65,50.49,0.79,0.53,-0.07,0,20,1,0,0,none,0.18,0,0.09,1.65,-11.21,0,0,none
2024-01-01 00:20:00,5,3,2,46.20,50.11,0.87,0.53,-0.16,0,20,1,0,0,none,0.17,0,0.11,1.20,-11.13,0,0,none
2024-01-01 00:21:00,1,1,1,46.30,50.28,1.22,0.51,-0.09,0,21,1,0,0,none,0.15,0,0.10,1.30,-10.78,0,0,none
2024-01-01 00:21:00,2,1,1,46.27,49.75,2.37,0.47,-0.07,0,21,1,0,0,none,0.25,0,0.09,1.27,-9.63,0,0,none
2024-01-01 00:21:00,3,2,1,46.71,50.62,2.31,0.47,-0.09,0,21,1,0,0,none,0.24,0,0.09,1.71,-9.69,0,0,none
2024-01-01 00:21:00,4,2,1,46.48,49.81,1.34,0.51,-0.01,0,21,1,0,0,none,0.20,0,0.10,1.48,-10.66,0,0,none
2024-01-01 00:21:00,5,3,2,46.33,49.98,1.57,0.50,-0.10,0,21,1,0,0,none,0.17,0,0.15,1.33,-10.43,0,0,none
2024-01-01 00:22:00,1,1,1,46.51,50.20,0.81,0.53,-0.06,0,22,1,0,0,none,0.17,0,0.12,1.51,-11.19,0,0,none
2024-01-01 00:22:00,2,1,1,46.50,50.92,0.86,0.53,-0.17,0,22,1,0,0,none,0.19,0,0.11,1.50,-11.14,0,0,none
2024-01-01 00:22:00,3,2,1,46.63,50.75,1.82,0.49,-0.15,0,22,1,0,0,none,0.19,0,0.11,1.63,-10.18,0,0,none
2024-01-01 00:22:00,4,2,1,46.67,50.63,1.15,0.51,-0.05,0,22,1,0,0,none,0.16,0,0.12,1.67,-10.85,0,0,none
2024-01-01 00:22:00,5,3,2,46.43,50.13,1.33,0.51,-0.15,0,22,1,0,0,none,0.18,0,0.09,1.43,-10.67,0,0,none
2024-01-01 00:23:00,1,1,1,46.00,49.66,1.23,0.51,-0.16,0,23,1,0,0,none,0.22,0,0.14,1.00,-10.77,0,0,none
2024-01-01 00:23:00,2,1,1,46.67,50.10,2.46,0.46,-0.19,0,23,1,0,0,none,0.23,0,0.12,1.67,-9.54,0,0,none
2024-01-01 00:23:00,3,2,1,46.36,50.72,1.37,0.51,-0.09,0,23,1,0,0,none,0.16,0,0.12,1.36,-10.63,0,0,none
2024-01-01 00:23:00,4,2,1,46.70,49.83,1.45,0.50,-0.04,0,23,1,0,0,none,0.21,0,0.12,1.70,-10.55,0,0,none
2024-01-01 00:23:00,5,3,2,46.17,50.33,1.26,0.51,-0.04,0,23,1,0,0,none,0.22,0,0.15,1.17,-10.74,0,0,none
2024-01-01 00:24:00,1,1,1,46.26,50.71,1.82,0.49,-0.08,0,24,1,0,0,none,0.21,0,0.10,1.26,-10.18,0,0,none
2024-01-01 00:24:00,2,1,1,46.80,50.86,0.74,0.53,-0.08,0,24,1,0,0,none,0.16,0,0.13,1.80,-11.26,0,0,none
2024-01-01 00:24:00,3,2,1,46.40,49.54,1.90,0.48,-0.13,0,24,1,0,0,none,0.21,0,0.10,1.40,-10.10,0,0,none
2024-01-01 00:24:00,4,2,1,46.87,50.10,1.26,0.51,-0.16,0,24,1,0,0,none,0.15,0,0.10,1.87,-10.74,0,0,none
2024-01-01 00:24:00,5,3,2,46.36,50.25,1.08,0.52,-0.06,0,24,1,0,0,none,0.20,0,0.12,1.36,-10.92,0,0,none
2024-01-01 00:25:00,1,1,1,46.45,50.90,2.26,0.47,-0.17,0,25,1,0,0,none,0.22,0,0.12,1.45,-9.74,0,0,none
2024-01-01 00:25:00,2,1,1,46.09,50.11,1.56,0.50,-0.13,0,25,1,0,0,none,0.23,0,0.10,1.09,-10.44,0,0,none
2024-01-01 00:25:00,3,2,1,46.28,50.59,2.23,0.47,-0.06,0,25,1,0,0,none,0.23,0,0.13,1.28,-9.77,0,0,none
2024-01-01 00:25:00,4,2,1,46.38,50.05,1.96,0.48,-0.18,0,25,1,0,0,none,0.19,0,0.15,1.38,-10.04,0,0,none
2024-01-01 00:25:00,5,3,2,46.37,49.93,1.42,0.50,-0.06,0,25,1,0,0,none,0.16,0,0.14,1.37,-10.58,0,0,none
2024-01-01 00:26:00,1,1,1,46.56,50.94,1.53,0.50,-0.18,0,26,1,0,0,none,0.17,0,0.10,1.56,-10.47,0,0,none
2024-01-01 00:26:00,2,1,1,46.01,50.42,2.52,0.46,-0.13,0,26,1,0,0,none,0.23,0,0.11,1.01,-9.48,0,0,none
2024-01-01 00:26:00,3,2,1,46.61,50.87,1.59,0.50,-0.15,0,26,1,0,0,none,0.23,0,0.10,1.61,-10.41,0,0,none
2024-01-01 00:26:00,4,2,1,46.48,49.76,2.49,0.46,-0.14,0,26,1,0,0,none,0.21,0,0.12,1.48,-9.51,0,0,none
2024-01-01 00:26:00,5,3,2,46.15,49.21,2.02,0.48,-0.12,0,26,1,0,0,none,0.19,0,0.15,1.15,-9.98,0,0,none
2024-01-01 00:27:00,1,1,1,46.69,50.83,2.24,0.47,-0.08,0,27,1,0,0,none,0.22,0,0.10,1.69,-9.76,0,0,none
2024-01-01 00:27:00,2,1,1,46.42,49.62,1.92,0.48,-0.18,0,27,1,0,0,none,0.18,0,0.12,1.42,-10.08,0,0,none
2024-01-01 00:27:00,3,2,1,46.35,50.57,1.07,0.52,-0.04,0,27,1,0,0,none,0.15,0,0.09,1.35,-10.93,0,0,none
2024-01-01 00:27:00,4,2,1,46.81,50.47,1.83,0.49,-0.13,0,27,1,0,0,none,0.21,0,0.10,1.81,-10.17,0,0,none
2024-01-01 00:27:00,5,3,2,46.24,49.36,1.65,0.49,-0.13,0,27,1,0,0,none,0.25,0,0.10,1.24,-10.35,0,0,none
2024-01-01 00:28:00,1,1,1,46.58,50.66,2.23,0.47,-0.10,0,28,1,0,0,none,0.25,0,0.09,1.58,-9.77,0,0,none
2024-01-01 00:28:00,2,1,1,46.57,49.65,1.14,0.51,-0.12,0,28,1,0,0,none,0.19,0,0.13,1.57,-10.86,0,0,none
2024-01-01 00:28:00,3,2,1,46.87,50.06,1.53,0.50,-0.14,0,28,1,0,0,none,0.20,0,0.13,1.87,-10.47,0,0,none
2024-01-01 00:28:00,4,2,1,46.90,50.01,1.32,0.51,-0.08,0,28,1,0,0,none,0.19,0,0.15,1.90,-10.68,0,0,none
2024-01-01 00:28:00,5,3,2,46.98,50.16,1.34,0.51,-0.14,0,28,1,0,0,none,0.18,0,0.10,1.98,-10.66,0,0,none
2024-01-01 00:29:00,1,1,1,46.15,49.41,1.61,0.50,-0.18,0,29,1,0,0,none,0.17,0,0.12,1.15,-10.39,0,0,none
2024-01-01 00:29:00,2,1,1,46.73,50.18,1.76,0.49,-0.12,0,29,1,0,0,none,0.23,0,0.15,1.73,-10.24,0,0,none
2024-01-01 00:29:00,3,2,1,46.49,50.23,2.32,0.47,-0.15,0,29,1,0,0,none,0.22,0,0.09,1.49,-9.68,0,0,none
2024-01-01 00:29:00,4,2,1,46.37,50.09,1.89,0.48,-0.13,0,29,1,0,0,none,0.20,0,0.15,1.37,-10.11,0,0,none
2024-01-01 00:29:00,5,3,2,46.73,50.97,1.41,0.50,-0.15,0,29,1,0,0,none,0.21,0,0.09,1.73,-10.59,0,0,none
2024-01-01 00:30:00,1,1,1,46.00,49.24,1.91,0.48,-0.05,0,30,1,0,0,none,0.23,0,0.09,1.00,-10.09,0,0,none
2024-01-01 00:30:00,2,1,1,46.63,50.57,1.77,0.49,-0.06,0,30,1,0,0,none,0.24,0,0.12,1.63,-10.23,0,0,none
2024-01-01 00:30:00,3,2,1,46.56,50.94,1.19,0.51,-0.07,0,30,1,0,0,none,0.21,0,0.12,1.56,-10.81,0,0,none
2024-01-01 00:30:00,4,2,1,46.67,49.72,0.97,0.52,-0.09,0,30,1,0,0,none,0.16,0,0.15,1.67,-11.03,0,0,none
2024-01-01 00:30:00,5,3,2,46.19,49.43,1.58,0.50,-0.13,0,30,1,0,0,none,0.21,0,0.10,1.19,-10.42,0,0,none
2024-01-01 00:31:00,1,1,1,46.65,50.79,2.02,0.48,-0.07,0,31,1,0,0,none,0.18,0,0.09,1.65,-9.98,0,0,none
2024-01-01 00:31:00,2,1,1,46.69,50.32,1.45,0.50,-0.07,0,31,1,0,0,none,0.17,0,0.09,1.69,-10.55,0,0,none
2024-01-01 00:31:00,3,2,1,46.53,50.85,1.68,0.49,-0.06,0,31,1,0,0,none,0.23,0,0.15,1.53,-10.32,0,0,none
2024-01-01 00:31:00,4,2,1,46.37,50.64,1.93,0.48,-0.10,0,31,1,0,0,none,0.19,0,0.11,1.37,-10.07,0,0,none
2024-01-01 00:31:00,5,3,2,46.77,49.85,0.89,0.52,-0.12,0,31,1,0,0,none,0.15,0,0.09,1.77,-11.11,0,0,none
2024-01-01 00:32:00,1,1,1,46.31,49.51,1.24,0.51,-0.07,0,32,1,0,0,none,0.18,0,0.11,1.31,-10.76,0,0,none
2024-01-01 00:32:00,2,1,1,46.51,49.57,2.05,0.48,-0.16,0,32,1,0,0,none,0.25,0,0.12,1.51,-9.95,0,0,none
2024-01-01 00:32:00,3,2,1,46.76,50.69,1.99,0.48,-0.11,0,32,1,0,0,none,0.20,0,0.09,1.76,-10.01,0,0,none
2024-01-01 00:32:00,4,2,1,46.25,49.41,2.22,0.47,-0.11,0,32,1,0,0,none,0.20,0,0.12,1.25,-9.78,0,0,none
2024-01-01 00:32:00,5,3,2,46.15,50.02,1.80,0.49,-0.04,0,32,1,0,0,none,0.24,0,0.14,1.15,-10.20,0,0,none
2024-01-01 00:33:00,1,1,1,46.21,50.07,1.05,0.52,-0.08,0,33,1,0,0,none,0.20,0,0.12,1.21,-10.95,0,0,none
2024-01-01 00:33:00,2,1,1,46.57,50.84,1.15,0.51,-0.15,0,33,1,0,0,none,0.19,0,0.11,1.57,-10.85,0,0,none
2024-01-01 00:33:00,3,2,1,46.94,50.73,1.00,0.52,-0.16,0,33,1,0,0,none,0.20,0,0.12,1.94,-11.00,0,0,none
2024-01-01 00:33:00,4,2,1,46.50,49.95,1.37,0.51,-0.09,0,33,1,0,0,none,0.24,0,0.13,1.50,-10.63,0,0,none
2024-01-01 00:33:00,5,3,2,46.28,50.37,1.60,0.50,-0.14,0,33,1,0,0,none,0.23,0,0.13,1.28,-10.40,0,0,none
2024-01-01 00:34:00,1,1,1,46.41,50.85,1.97,0.48,-0.10,0,34,1,0,0,none,0.20,0,0.14,1.41,-10.03,0,0,none
2024-01-01 00:34:00,2,1,1,46.21,49.38,1.58,0.50,-0.09,0,34,1,0,0,none,0.22,0,0.13,1.21,-10.42,0,0,none
2024-01-01 00:34:00,3,2,1,46.71,50.73,1.34,0.51,-0.14,0,34,1,0,0,none,0.16,0,0.14,1.71,-10.66,0,0,none
2024-01-01 00:34:00,4,2,1,45.98,49.42,1.76,0.49,-0.04,0,34,1,0,0,none,0.25,0,0.09,0.98,-10.24,0,0,none
2024-01-01 00:34:00,5,3,2,46.21,49.83,2.52,0.46,-0.14,0,34,1,0,0,none,0.23,0,0.13,1.21,-9.48,0,0,none
2024-01-01 00:35:00,1,1,1,46.76,49.82,0.63,0.53,-0.14,0,35,1,0,0,none,0.15,0,0.14,1.76,-11.37,0,0,none
